order_id,order_date,sales_qty,sales_amount,restaurant_id,order_status,table_no,order_type,customer_name,customer_address,customer_phone,courier_id
274,"2025-12-18 15:31:24",7,1650,385636,pending,6,Dine-in,NULL,NULL,NULL,NULL
275,"2025-12-20 19:36:50",7,2193,546127,pending,8,Dine-in,NULL,NULL,NULL,NULL
276,"2025-12-14 17:29:56",6,240,195788,canceled,4,Dine-in,NULL,NULL,NULL,NULL
277,"2025-12-04 18:39:13",5,1187,102040,completed,18,Dine-in,NULL,NULL,NULL,NULL
278,"2025-11-30 18:46:17",7,510,414252,pending,10,Dine-in,NULL,NULL,NULL,NULL
279,"2025-12-09 15:53:46",9,1251,484449,pending,6,Dine-in,NULL,NULL,NULL,NULL
280,"2025-12-14 13:10:01",6,685,530955,canceled,11,Dine-in,NULL,NULL,NULL,NULL
281,"2025-12-11 20:08:45",1,40,554195,pending,15,Dine-in,NULL,NULL,NULL,NULL
282,"2025-12-21 15:13:43",3,360,373319,pending,2,Dine-in,NULL,NULL,NULL,NULL
283,"2025-12-21 17:42:23",1,100,552372,pending,3,Dine-in,NULL,NULL,NULL,NULL
284,"2025-01-01 01:31:16",2,114.28,97199,completed,NULL,Delivery,"Sydelle Probbin","9401 Prairie Rose Circle, Duluth, Georgia, 30096",404-565-5024,364
285,"2025-07-28 21:15:06",6,1874,101351,pending,NULL,Delivery,"Ase Smethurst","68263 Lawn Drive, Virginia Beach, Virginia, 23471",757-154-1285,319
286,"2025-10-12 15:44:33",8,1045,102037,canceled,NULL,Delivery,"Hermy Gilbody","91 Sunnyside Hill, Charleston, South Carolina, 29403",843-680-6818,309
287,"2025-07-17 06:06:59",6,1725,102038,completed,NULL,Delivery,"Heath Ambrogio","028 Heath Parkway, San Antonio, Texas, 78245",830-205-2025,511
288,"2025-10-16 17:09:00",11,2495,102039,pending,NULL,Delivery,"Adams Hansford","09 Brentwood Lane, Aiken, South Carolina, 29805",803-860-3609,796
289,"2025-01-15 14:52:10",6,1185,102040,canceled,NULL,Delivery,"Grant Lawrinson","398 Hanover Avenue, Washington, District of Columbia, 20016",202-677-6014,837
290,"2025-05-27 12:31:19",6,1836,102041,completed,NULL,Delivery,"Shandra Libri","51609 Autumn Leaf Pass, Cincinnati, Ohio, 45203",513-870-4450,590
291,"2025-10-13 22:37:17",3,105,102042,pending,NULL,Delivery,"Farrel Sopper","60948 Waxwing Court, Harrisburg, Pennsylvania, 17121",717-933-5450,382
292,"2025-07-20 11:11:22",5,1450,102219,canceled,NULL,Delivery,"Beau Clamp","453 Redwing Drive, Lincoln, Nebraska, 68510",402-601-7544,447
293,"2025-10-04 18:45:38",7,1250,102571,completed,NULL,Delivery,"Gerty St. Hill","20 Lakewood Drive, Fort Lauderdale, Florida, 33330",954-377-7567,613
294,"2025-01-07 20:28:49",9,1840,102577,pending,NULL,Delivery,"Craggy Eakly","7 Loeprich Lane, Wilkes Barre, Pennsylvania, 18706",570-665-5656,807
295,"2025-08-20 12:44:14",8,1620,102578,canceled,NULL,Delivery,"Wiley Scrinage","4 Mendota Plaza, Waterbury, Connecticut, 06705",203-546-9495,763
296,"2025-11-09 09:19:31",4,925,102579,completed,NULL,Delivery,"Diahann Covendon","0730 Warner Avenue, Fort Lauderdale, Florida, 33305",954-737-8629,543
297,"2025-10-26 16:23:13",10,1288,102581,pending,NULL,Delivery,"Margo Buckthorp","867 Merry Avenue, Oklahoma City, Oklahoma, 73142",405-680-3407,632
298,"2025-07-18 16:10:31",3,210,102582,canceled,NULL,Delivery,"Gonzales Edmons","47 Butterfield Street, Shreveport, Louisiana, 71161",318-540-9347,473
299,"2025-07-03 04:24:09",3,447,102631,completed,NULL,Delivery,"Hadria De Vaan","17600 Scoville Way, Odessa, Texas, 79769",432-110-7152,793
300,"2025-06-19 20:31:59",6,634,102842,pending,NULL,Delivery,"Mitchel Jantot","845 Forest Center, Brockton, Massachusetts, 02305",508-711-3293,326
301,"2025-10-01 02:16:40",3,640,103649,canceled,NULL,Delivery,"Jermaine Rene","09 Westridge Parkway, Boston, Massachusetts, 02163",857-583-1765,529
302,"2025-08-26 15:21:04",10,3220,104147,completed,NULL,Delivery,"Zacherie Pudge","39 Dunning Court, San Diego, California, 92160",619-430-9163,586
303,"2025-05-02 11:02:53",5,1872,104481,pending,NULL,Delivery,"Glenn Jirzik","6 Novick Avenue, Punta Gorda, Florida, 33982",941-316-0019,565
304,"2025-02-04 19:29:13",3,360,109258,canceled,NULL,Delivery,"Ahmed Tomaszek","1 Linden Pass, Montgomery, Alabama, 36177",334-860-1805,408
305,"2025-12-16 21:11:32",1,230,109387,completed,NULL,Delivery,"Annabela Labden","4016 Loeprich Point, Albany, New York, 12247",518-496-3618,799
306,"2025-10-26 10:20:55",7,1460,109548,pending,NULL,Delivery,"Tiphanie Biffin","734 Mitchell Way, Redwood City, California, 94064",650-932-1908,580
307,"2025-01-06 03:58:07",1,145,109549,canceled,NULL,Delivery,"Devlin Lilly","4 Sycamore Street, New York City, New York, 10125",212-117-6655,480
308,"2025-04-01 01:33:47",7,1060,109550,completed,NULL,Delivery,"Urbanus Twaite","14 Ronald Regan Terrace, Flushing, New York, 11355",917-871-8426,388
309,"2025-04-29 16:42:10",4,240,109839,pending,NULL,Delivery,"Alyssa Buller","4387 Westerfield Road, Austin, Texas, 78749",512-471-1170,445
310,"2025-04-29 01:50:04",3,507,111386,canceled,NULL,Delivery,"Aldin Hartburn","563 Little Fleur Crossing, Baton Rouge, Louisiana, 70810",225-847-6795,735
311,"2025-11-25 13:32:23",1,250,113036,completed,NULL,Delivery,"Beatrice Sprigg","3 Weeping Birch Alley, El Paso, Texas, 88525",915-932-6853,570
312,"2025-11-01 06:55:21",6,2180.95,113948,pending,NULL,Delivery,"Gayleen Tessyman","463 Old Gate Plaza, Dayton, Ohio, 45470",937-269-5420,299
313,"2025-02-25 18:01:29",3,270,115931,canceled,NULL,Delivery,"Saunders Cornelleau","54039 Katie Pass, Pittsburgh, Pennsylvania, 15250",412-728-5800,742
314,"2025-06-15 04:13:54",5,1260,116272,completed,NULL,Delivery,"Daune Sketcher","89528 Manley Drive, Norfolk, Virginia, 23504",757-700-8066,627
315,"2025-05-16 01:26:02",6,1050,116273,pending,NULL,Delivery,"Prinz Mowat","311 Artisan Way, Phoenix, Arizona, 85010",602-115-0885,340
316,"2025-04-13 04:43:43",4,560,120193,canceled,NULL,Delivery,"Kristofer Nicholas","20 Sommers Point, Richmond, Virginia, 23220",804-742-9841,790
317,"2025-08-22 17:04:55",6,465,124500,completed,NULL,Delivery,"Minnnie Terrell","27 Merchant Crossing, Nashville, Tennessee, 37215",615-479-7316,708
318,"2025-07-21 08:57:42",9,1920,125180,pending,NULL,Delivery,"Anya Craig","857 Steensland Alley, Tucson, Arizona, 85737",520-895-6285,717
319,"2025-01-14 12:41:50",3,315,126128,canceled,NULL,Delivery,"Reidar Neat","338 Prairieview Junction, Winston Salem, North Carolina, 27157",336-802-1152,550
320,"2025-02-28 00:37:24",9,351,127306,completed,NULL,Delivery,"Rebbecca Ebrall","4 Moose Parkway, Washington, District of Columbia, 20397",202-788-7093,732
321,"2025-10-18 15:28:09",1,645,127463,pending,NULL,Delivery,"Carroll Harce","04705 Cottonwood Terrace, Dayton, Ohio, 45490",937-579-4563,798
322,"2025-09-28 05:02:12",2,358,129550,canceled,NULL,Delivery,"Hieronymus Chesters","36685 Florence Alley, Stockton, California, 95298",209-454-8831,392
323,"2025-09-03 19:36:42",3,525,129551,completed,NULL,Delivery,"Duane Lorryman","8 Buena Vista Alley, Newark, Delaware, 19725",302-365-4610,560
324,"2025-06-22 09:13:07",10,1380,129691,pending,NULL,Delivery,"Minnnie Semeradova","9342 Independence Hill, Philadelphia, Pennsylvania, 19120",215-129-1786,432
325,"2025-03-04 22:12:29",4,500,131676,canceled,NULL,Delivery,"Darryl Gorst","8334 Rieder Point, Crawfordsville, Indiana, 47937",765-704-6590,407
326,"2025-08-07 07:32:46",2,316,132538,completed,NULL,Delivery,"Melosa Landeaux","10210 Veith Junction, Tucson, Arizona, 85725",520-305-6051,698
327,"2025-04-17 07:16:21",6,691,133352,pending,NULL,Delivery,"Stacey Hourigan","3 Moland Junction, Kansas City, Missouri, 64130",816-845-7849,291
328,"2025-12-24 06:26:03",1,160,134569,canceled,NULL,Delivery,"Falito Hursthouse","38 Toban Road, Mobile, Alabama, 36628",251-491-3366,365
329,"2025-11-22 00:05:19",6,885,137701,completed,NULL,Delivery,"Jase Leckie","05455 Village Trail, Philadelphia, Pennsylvania, 19141",215-461-4362,282
330,"2025-11-16 06:36:05",3,600,138890,pending,NULL,Delivery,"Balduin Musico","594 Kinsman Circle, Augusta, Georgia, 30919",706-406-3004,272
331,"2025-12-15 05:13:19",2,180,138891,canceled,NULL,Delivery,"Anatol Vause","2 Hermina Junction, Arlington, Virginia, 22212",571-640-1855,330
332,"2025-10-18 20:33:08",2,200,139864,completed,NULL,Delivery,"Tasia Booi","10203 Farwell Crossing, Shreveport, Louisiana, 71105",318-885-3850,435
333,"2025-07-07 23:28:15",2,360,141706,pending,NULL,Delivery,"Jaquelyn Voase","2434 Karstens Center, Garland, Texas, 75044",214-200-9044,464
334,"2025-11-28 00:05:50",9,1580,143143,canceled,NULL,Delivery,"Isabelle Sansum","5 Stang Terrace, Montgomery, Alabama, 36109",334-245-4959,333
335,"2025-09-05 07:29:13",6,600,143194,completed,NULL,Delivery,"Archibold Killner","02 Gina Hill, Stamford, Connecticut, 06905",203-270-8203,599
336,"2025-11-14 01:06:18",6,3945,150497,pending,NULL,Delivery,"Corella Taillard","4 Mcbride Court, Fort Smith, Arkansas, 72916",479-516-1516,296
337,"2025-10-04 06:29:34",1,299,153339,canceled,NULL,Delivery,"Inna Tristram","164 Montana Junction, New Haven, Connecticut, 06505",203-600-6582,680
338,"2025-10-07 11:20:34",5,385,154840,completed,NULL,Delivery,"Claire Pockey","2 Stone Corner Street, New York City, New York, 10160",212-506-4327,420
339,"2025-12-22 05:19:18",10,350,156542,pending,NULL,Delivery,"Sheba Kinleyside","81 Arrowood Parkway, Dallas, Texas, 75353",214-379-2672,188
340,"2025-05-07 17:21:04",5,729,156587,canceled,NULL,Delivery,"Torey Mouland","49 Grover Center, Boston, Massachusetts, 02298",617-323-8505,50
341,"2025-04-14 08:22:42",4,779,156588,completed,NULL,Delivery,"Petra Stendell","25 Oak Valley Avenue, New Orleans, Louisiana, 70165",504-136-4245,17
342,"2025-02-21 01:59:41",7,280,156590,pending,NULL,Delivery,"Tiffani Brolly","785 Onsgard Point, Miami, Florida, 33169",305-261-1614,43
343,"2025-02-18 05:59:19",6,285,156592,canceled,NULL,Delivery,"Caroljean Ferro","7762 Hansons Alley, Sacramento, California, 95813",916-313-3618,171
344,"2025-04-21 13:19:44",7,210,156601,completed,NULL,Delivery,"Lark Kropach","6 Calypso Trail, Sioux City, Iowa, 51105",712-427-2653,47
345,"2025-02-08 02:46:49",8,430,156602,pending,NULL,Delivery,"Cynthea Fowley","27 Merchant Place, Inglewood, California, 90398",310-652-4779,26
346,"2025-05-09 16:12:26",6,720,158192,canceled,NULL,Delivery,"Holt Chapelle","2 Bellgrove Pass, Hollywood, Florida, 33023",954-574-8476,51
347,"2025-07-24 12:07:24",4,140,158193,completed,NULL,Delivery,"Gerhardine Wadhams","96413 Warner Pass, Arlington, Virginia, 22225",571-157-2474,32
348,"2025-07-30 18:10:20",7,1256,158195,pending,NULL,Delivery,"Adrien Sunner","3294 Daystar Drive, Seattle, Washington, 98166",206-164-8576,56
349,"2025-05-25 20:58:15",5,731,158203,canceled,NULL,Delivery,"Selby Rikel","84658 Vahlen Alley, Washington, District of Columbia, 20508",202-698-9712,6
350,"2025-11-01 22:20:00",2,168,158204,completed,NULL,Delivery,"Dorie Emnoney","16 Havey Alley, Charlotte, North Carolina, 28263",704-740-3940,12
351,"2025-11-17 13:53:53",1,25,161396,pending,NULL,Delivery,"Halley Sconce","18278 Pearson Parkway, Lansing, Michigan, 48956",517-395-4145,134
352,"2025-04-23 17:06:06",3,270,161405,canceled,NULL,Delivery,"Mordy Marcham","73185 Waxwing Avenue, Salem, Oregon, 97312",971-309-3106,190
353,"2025-10-19 20:59:10",4,386,161408,completed,NULL,Delivery,"Novelia Dykes","53 Grayhawk Park, Dayton, Ohio, 45408",937-343-2158,143
354,"2025-01-26 22:24:14",2,160,163435,pending,NULL,Delivery,"Lara Gilcriest","06482 Sherman Way, Seattle, Washington, 98115",206-111-3770,748
355,"2025-02-03 19:03:04",1,105,163436,canceled,NULL,Delivery,"Dulcea Thackray","1 Towne Way, Chandler, Arizona, 85246",480-944-9856,484
356,"2025-08-25 13:28:37",8,1125,164297,completed,NULL,Delivery,"Zak Pinnion","49 Forest Run Way, Fresno, California, 93709",559-671-8304,775
357,"2025-05-02 18:21:36",2,260,165530,pending,NULL,Delivery,"Jeff Plunkett","22095 Anthes Road, Aurora, Colorado, 80045",303-737-1550,248
358,"2025-11-03 18:37:24",6,1545,165532,canceled,NULL,Delivery,"Roger Symms","8 Waxwing Terrace, Zephyrhills, Florida, 33543",813-934-6726,214
359,"2025-02-02 19:45:44",7,1047,165533,completed,NULL,Delivery,"Donavon Cullin","30179 Anniversary Place, Melbourne, Florida, 32941",321-256-8550,199
360,"2025-02-25 22:41:56",5,940,166613,pending,NULL,Delivery,"Myrah Finnes","1476 Hayes Pass, San Francisco, California, 94177",415-933-1268,206
361,"2025-09-12 08:40:07",8,423,166971,canceled,NULL,Delivery,"Sonnie Bearcock","23 Anzinger Plaza, Decatur, Georgia, 30089",678-975-0074,233
362,"2025-10-06 22:05:21",5,870,167412,completed,NULL,Delivery,"Estrella Eveque","0 Fisk Place, Cincinnati, Ohio, 45208",513-147-5645,243
363,"2025-06-02 13:02:06",4,183.3,167432,pending,NULL,Delivery,"Shae Pexton","3023 Fuller Center, Cincinnati, Ohio, 45254",513-650-5007,229
364,"2025-02-28 01:35:25",10,1590,169281,canceled,NULL,Delivery,"Reggie Brooksbank","76 Susan Road, Cedar Rapids, Iowa, 52405",319-920-2213,215
365,"2025-08-09 03:50:06",9,2976,171675,completed,NULL,Delivery,"Nydia Potebury","7622 Blackbird Avenue, Anniston, Alabama, 36205",256-857-2665,93
366,"2025-07-17 23:01:51",12,3210,174458,pending,NULL,Delivery,"Celisse Reason","72858 Walton Street, San Jose, California, 95194",408-704-1461,430
367,"2025-11-02 02:42:37",1,699,174464,canceled,NULL,Delivery,"Kahlil Rowsell","49390 Swallow Street, Miami, Florida, 33169",954-890-4654,747
368,"2025-07-18 15:20:46",6,1270,174586,completed,NULL,Delivery,"Marlie Stranio","0 Laurel Way, Savannah, Georgia, 31422",912-246-3601,371
369,"2025-12-16 23:45:12",6,840,183009,pending,NULL,Delivery,"Archy Amber","139 Mifflin Street, Raleigh, North Carolina, 27626",919-535-2162,370
370,"2025-04-22 20:25:32",8,2870,183165,canceled,NULL,Delivery,"Aggie Keepin","5856 Oneill Way, Dayton, Ohio, 45454",937-248-7517,400
371,"2025-08-17 21:55:57",9,1191,186264,completed,NULL,Delivery,"Kellby Senten","33 Mitchell Trail, Waco, Texas, 76711",254-183-2095,660
372,"2025-07-13 16:30:24",3,240,186286,pending,NULL,Delivery,"Fidelity Othick","04763 Nelson Street, Spring, Texas, 77388",409-702-6349,205
373,"2025-09-02 08:59:00",3,450,186289,canceled,NULL,Delivery,"Omar Marquiss","9 Calypso Parkway, Fort Myers, Florida, 33994",239-381-2450,211
374,"2025-11-04 02:52:30",1,120,187912,completed,NULL,Delivery,"Viviene Neilands","85352 Fieldstone Court, Detroit, Michigan, 48295",313-214-9993,9
375,"2025-01-13 22:28:20",6,225,187915,pending,NULL,Delivery,"Faber Roseaman","958 Washington Center, Murfreesboro, Tennessee, 37131",615-498-4939,182
376,"2025-09-29 08:04:50",7,628,187921,canceled,NULL,Delivery,"Candra Merwood","439 Arkansas Hill, Topeka, Kansas, 66642",785-647-9176,114
377,"2025-07-16 21:46:15",4,1388.66,189441,completed,NULL,Delivery,"Spence Axup","70 Petterle Parkway, Austin, Texas, 78789",512-766-9032,795
378,"2025-02-06 19:58:49",1,75,195788,pending,NULL,Delivery,"Way Auchinleck","5 Hanson Place, Indianapolis, Indiana, 46226",317-713-7209,834
379,"2025-08-22 18:20:50",6,1850,211142,canceled,NULL,Delivery,"Bambie Luxton","25989 Swallow Terrace, Gulfport, Mississippi, 39505",228-697-9335,663
380,"2025-06-07 20:15:31",5,365,224008,completed,NULL,Delivery,"Edlin McCoole","3 Barby Junction, Washington, District of Columbia, 20436",202-521-3425,197
381,"2025-11-27 20:32:19",6,494,225827,pending,NULL,Delivery,"Carolee Pretor","577 Hanson Hill, Houston, Texas, 77075",832-439-1021,201
382,"2025-05-19 22:23:08",3,600,225921,canceled,NULL,Delivery,"Craig Steels","16990 Chive Way, Denver, Colorado, 80204",720-376-6075,251
383,"2025-07-19 17:23:26",4,700,226299,completed,NULL,Delivery,"Louise Davage","12354 Blackbird Parkway, Virginia Beach, Virginia, 23454",757-703-3162,235
384,"2025-03-04 18:02:42",4,575,226773,pending,NULL,Delivery,"Valaree O'Harney","4 Lakewood Point, New Hyde Park, New York, 11044",516-305-8544,687
385,"2025-12-11 21:48:14",3,237,242722,canceled,NULL,Delivery,"Shayna Truse","89 Marquette Street, Raleigh, North Carolina, 27626",919-641-2776,808
386,"2025-02-02 12:27:14",2,439,242943,completed,NULL,Delivery,"Dael Puttnam","74538 Buhler Circle, Mountain View, California, 94042",650-998-8551,204
387,"2025-05-17 10:02:48",4,74,244866,pending,NULL,Delivery,"Bengt Lutz","15 Redwing Plaza, Lynn, Massachusetts, 01905",339-643-4278,22
388,"2025-04-17 17:30:41",6,710,249335,canceled,NULL,Delivery,"Alvie Stowte","140 Clove Junction, New Brunswick, New Jersey, 08922",732-375-2698,428
389,"2025-06-08 00:11:44",7,2533,255651,completed,NULL,Delivery,"Kare Cotsford","32747 Summer Ridge Pass, Baton Rouge, Louisiana, 70894",225-127-7472,492
390,"2025-01-11 05:36:21",6,1680,255925,pending,NULL,Delivery,"Jonah Stit","794 Lien Avenue, San Diego, California, 92196",619-209-3393,250
391,"2025-08-08 14:24:23",3,90,257181,canceled,NULL,Delivery,"Osbert Kristoffersson","9 Fulton Drive, El Paso, Texas, 79994",915-641-1926,59
392,"2025-01-15 01:46:07",4,4706,263185,completed,NULL,Delivery,"Allianora Stallworthy","5348 Knutson Trail, Houston, Texas, 77010",281-646-6678,479
393,"2025-10-11 18:48:08",3,747,263297,pending,NULL,Delivery,"Gustav Girdler","664 Bunting Pass, Northridge, California, 91328",818-316-5959,719
394,"2025-06-11 01:13:08",6,579,271964,canceled,NULL,Delivery,"Jennilee Le Cornu","255 Clove Street, El Paso, Texas, 79945",915-894-3965,589
395,"2025-07-31 23:30:40",10,1860,282630,completed,NULL,Delivery,"Igor Willgoss","107 Ohio Parkway, Lincoln, Nebraska, 68510",402-616-3647,491
396,"2025-08-02 01:06:22",7,1271.4,293915,pending,NULL,Delivery,"Dominik Leijs","21 Cardinal Street, Toledo, Ohio, 43635",419-180-1792,404
397,"2025-05-17 17:31:26",4,185,302868,canceled,NULL,Delivery,"Cam Bazelle","6840 Westridge Junction, Montgomery, Alabama, 36114",334-310-0059,122
398,"2025-04-11 20:23:55",3,955,304302,completed,NULL,Delivery,"Urbano Grew","853 Prairieview Hill, Virginia Beach, Virginia, 23454",757-143-3366,266
399,"2025-10-30 02:23:48",8,825,306094,pending,NULL,Delivery,"Adolf Blackler","704 Everett Circle, Washington, District of Columbia, 20244",202-441-0413,804
400,"2025-03-17 10:32:43",3,327,308169,canceled,NULL,Delivery,"Judi Rhymes","6944 Red Cloud Junction, Austin, Texas, 78732",512-211-6313,736
401,"2025-02-02 15:59:32",7,1750,310273,completed,NULL,Delivery,"Eolanda Hirjak","27834 Karstens Terrace, Myrtle Beach, South Carolina, 29579",843-659-0815,402
402,"2025-11-03 19:18:43",7,1135,321587,pending,NULL,Delivery,"Coralie Gillebert","1 Chive Pass, Houston, Texas, 77080",281-876-0244,255
403,"2025-06-11 21:16:37",11,2625,327008,canceled,NULL,Delivery,"Lacy Oylett","88924 Northland Pass, Fullerton, California, 92835",714-497-1948,600
404,"2025-03-05 11:14:39",6,1196,338749,completed,NULL,Delivery,"Risa Remnant","29 Hansons Drive, Dayton, Ohio, 45490",937-486-3670,44
405,"2025-01-02 22:00:17",10,3020,342366,pending,NULL,Delivery,"Maddy Dickerson","193 Bultman Point, North Little Rock, Arkansas, 72199",501-571-5781,357
406,"2025-01-31 13:12:30",8,1137,351387,canceled,NULL,Delivery,"Lu MacGow","1 High Crossing Circle, North Little Rock, Arkansas, 72199",501-500-1606,118
407,"2025-03-04 09:01:13",1,350,354669,completed,NULL,Delivery,"Gretchen Featherston","326 Meadow Vale Parkway, South Lake Tahoe, California, 96154",530-334-6965,675
408,"2025-09-30 21:58:53",5,3065,355561,pending,NULL,Delivery,"Kary Jarred","93 Pankratz Place, Tulsa, Oklahoma, 74141",918-270-9311,651
409,"2025-09-19 08:59:17",12,3150,355563,canceled,NULL,Delivery,"Artemis Finney","205 Superior Road, Lansing, Michigan, 48919",517-250-9165,819
410,"2025-11-13 15:34:37",4,1300,364571,completed,NULL,Delivery,"Bridie Easeman","9898 Susan Terrace, Waltham, Massachusetts, 02453",781-912-7110,451
411,"2025-10-16 16:12:11",4,1027,364627,pending,NULL,Delivery,"Bobby Sprigg","5867 Valley Edge Junction, Chicago, Illinois, 60669",312-358-9583,584
412,"2025-11-08 09:15:14",4,490,368328,canceled,NULL,Delivery,"Esmeralda Dunlop","4 Linden Alley, Shreveport, Louisiana, 71137",318-524-1086,87
413,"2025-02-28 06:09:41",1,70,370259,completed,NULL,Delivery,"Hillier Tineman","8 Armistice Point, Des Moines, Iowa, 50936",515-808-7784,713
414,"2025-10-16 14:00:20",4,240,373319,pending,NULL,Delivery,"Eugenia Gumery","9962 Bowman Parkway, San Antonio, Texas, 78255",830-490-0872,175
415,"2025-01-19 21:32:37",3,75,374706,canceled,NULL,Delivery,"Adelaide McMurthy","12768 Morrow Hill, Atlanta, Georgia, 31106",404-724-5704,241
416,"2025-06-07 00:15:37",3,236.01,376602,completed,NULL,Delivery,"Aldwin Tommeo","84360 Columbus Terrace, Clearwater, Florida, 33758",813-388-8488,755
417,"2025-05-24 17:36:44",4,98,377292,pending,NULL,Delivery,"Karie Bilbrey","3 Heffernan Park, Fort Lauderdale, Florida, 33325",954-720-3430,611
418,"2025-01-13 01:56:15",5,1330,377434,canceled,NULL,Delivery,"Jim Richemont","57032 Mallory Parkway, Richmond, California, 94807",510-305-6042,554
419,"2025-06-27 23:35:00",3,587,378028,completed,NULL,Delivery,"Leia McGunley","38 Nova Hill, Winston Salem, North Carolina, 27116",336-563-6141,595
420,"2025-07-11 21:11:52",7,705,382204,pending,NULL,Delivery,"Gordie McGahy","3319 Butterfield Avenue, Arvada, Colorado, 80005",720-843-6642,81
421,"2025-01-27 23:55:37",8,445,382249,canceled,NULL,Delivery,"Paulie Chatterton","9 Pennsylvania Junction, El Paso, Texas, 88525",915-109-9069,139
422,"2025-01-10 20:44:17",7,1270,383716,completed,NULL,Delivery,"Haven Hinz","3697 Ruskin Plaza, Young America, Minnesota, 55564",952-849-8126,297
423,"2025-01-29 03:01:33",3,150,385197,pending,NULL,Delivery,"Michaela O'Hartigan","64 High Crossing Center, Reston, Virginia, 20195",703-333-5977,691
424,"2025-10-03 07:18:00",4,85,385636,canceled,NULL,Delivery,"Mercy Getsham","38 Laurel Trail, Milwaukee, Wisconsin, 53285",414-144-8101,825
425,"2025-06-05 05:49:37",5,1933,385938,completed,NULL,Delivery,"Alaric McAllan","3156 Blaine Crossing, Fort Lauderdale, Florida, 33305",954-989-8380,774
426,"2025-04-14 04:23:03",1,175,387177,pending,NULL,Delivery,"Isaac Ades","247 Larry Drive, Washington, District of Columbia, 20392",202-376-3195,460
427,"2025-07-07 12:25:08",4,716,387674,canceled,NULL,Delivery,"Tabbi Bridges","265 Golf Course Pass, Jamaica, New York, 11499",212-481-1508,394
428,"2025-03-05 19:11:46",3,540,390478,completed,NULL,Delivery,"Juli Maundrell","09 Northview Place, San Diego, California, 92115",619-678-8506,521
429,"2025-05-24 20:18:54",8,1365,390901,pending,NULL,Delivery,"Xever Matiewe","2 Kenwood Court, Omaha, Nebraska, 68117",402-799-8260,730
430,"2025-11-03 16:34:34",8,695,394140,canceled,NULL,Delivery,"Estrellita Hodgen","7 Bobwhite Parkway, Portsmouth, New Hampshire, 03804",603-385-5171,702
431,"2025-03-25 06:37:35",3,327,394554,completed,NULL,Delivery,"Matti Nozzolinii","61564 Northridge Hill, Houston, Texas, 77080",832-708-9302,55
432,"2025-06-22 03:09:51",2,320,397258,pending,NULL,Delivery,"Barrett Matschke","83091 Kipling Parkway, Charlotte, North Carolina, 28263",704-393-8033,289
433,"2025-05-03 12:28:10",3,360,397980,canceled,NULL,Delivery,"Abe Wrightson","493 Marcy Lane, Pittsburgh, Pennsylvania, 15279",412-624-4388,262
434,"2025-01-23 07:17:10",7,1413,401391,completed,NULL,Delivery,"Lebbie Petticrow","9969 Stang Park, Newark, New Jersey, 07104",973-198-6409,671
435,"2025-02-07 02:22:10",2,150,403754,pending,NULL,Delivery,"Gauthier Dirr","392 Sommers Parkway, Oklahoma City, Oklahoma, 73167",405-752-1641,513
436,"2025-12-08 17:49:43",7,2030,405031,canceled,NULL,Delivery,"Kaitlin Bafford","02680 Judy Parkway, San Francisco, California, 94116",415-687-5302,475
437,"2025-02-12 19:19:36",1,60,407243,completed,NULL,Delivery,"Ross Ceccoli","4438 Ronald Regan Court, San Jose, California, 95155",408-462-7279,180
438,"2025-02-14 11:59:21",1,104,407249,pending,NULL,Delivery,"Alverta Jedrzejewicz","9424 Tony Trail, Dallas, Texas, 75216",469-982-2267,36
439,"2025-03-21 18:58:32",1,167,408059,canceled,NULL,Delivery,"Andi Albion","323 South Road, Prescott, Arizona, 86305",928-464-9378,217
440,"2025-04-30 23:39:57",5,2050,410629,completed,NULL,Delivery,"Carley Fossord","19 Forest Alley, Birmingham, Alabama, 35254",205-233-9759,721
441,"2025-03-06 04:13:07",5,1430,410838,pending,NULL,Delivery,"Francisco Romei","4 Sachs Court, Anderson, South Carolina, 29625",864-111-5195,285
442,"2025-11-02 02:40:04",8,2060,410839,canceled,NULL,Delivery,"Tuck Goucher","177 Montana Crossing, Shreveport, Louisiana, 71105",318-170-0600,277
443,"2025-02-10 08:35:53",8,1543.68,412357,completed,NULL,Delivery,"Giff How to preserve","2670 Mayer Parkway, Sacramento, California, 94207",916-812-9408,306
444,"2025-02-01 12:49:25",8,1060,413342,pending,NULL,Delivery,"Jeanette Milson","2450 Elka Lane, Lubbock, Texas, 79491",806-445-1833,457
445,"2025-10-18 11:53:12",4,373,413451,canceled,NULL,Delivery,"Arne Laird","7 Commercial Road, Woburn, Massachusetts, 01813",339-426-5852,500
446,"2025-01-06 18:50:39",8,985,414252,completed,NULL,Delivery,"Maribel Dominichelli","9 Judy Point, Phoenix, Arizona, 85005",602-864-2998,838
447,"2025-07-09 14:30:35",4,772,417015,pending,NULL,Delivery,"Graig Lowthorpe","1 Summit Parkway, Fargo, North Dakota, 58106",701-757-0270,753
448,"2025-10-08 05:27:00",4,254,417020,canceled,NULL,Delivery,"Hayes Kitcat","88170 Ryan Crossing, Portland, Oregon, 97232",971-157-0114,822
449,"2025-08-06 20:31:08",8,770,420479,completed,NULL,Delivery,"Dov Golton","8210 Schurz Lane, El Paso, Texas, 88541",915-469-8786,161
450,"2025-05-06 01:32:51",10,1060,420586,pending,NULL,Delivery,"Barbe Lount","19525 Delaware Avenue, Allentown, Pennsylvania, 18105",610-233-6700,111
